BFS_NR,GEBIET_NAME,JAHR,Bevölkerung: Anteil 20-39-Jährige [%] ,Bevölkerung: Anteil 40-64-Jährige [%] ,Motorräder [Anz.] ,Motorräder pro 1000 Einwohner [Anz.] ,Bestand Elektromotor [%] ,Bevölkerung [Pers.] ,Ø steuerbares Einkommen natürliche Pers. [Fr.] ,Ø steuerbares Vermögen natürliche Pers. [Fr.] ,Erschliessung durch S-Bahn+Bus [% der Einw.] ,"MIV-Wege Quell-, Ziel- und Binnenverkehr [Anz.] ",MIV-Anteil (Modal Split) [%] ,Motorrad-Neuzulassungen [Anz.] ,Motorrad-Neuzulasssungen pro 1000 Einw. [Anz.] ,Neuzulassungen  Elektromotor [%] ,Weg zur nächsten Haltestelle [m] 
112,Bubikon,2022,20.9,36.5,717,97.0,3.1,7491,67746,413000000,33.3,23333.0,81.0,47,6.4,18.4,248.0
112,Bubikon,2023,21.1,36.3,702,93.7,4.4,7588,67746,413000000,33.3,23333.0,81.0,46,6.1,33.0,248.0
113,Dürnten,2019,23.5,37.4,710,93.5,1.4,7594,59586,271000000,39.7,19357.0,91.0,71,9.4,8.8,243.0
113,Dürnten,2020,23.0,37.7,713,93.9,1.7,7645,59899,282000000,39.7,19357.0,91.0,61,8.0,10.3,244.0
113,Dürnten,2021,22.8,37.5,723,94.6,2.4,7677,61497,301000000,39.7,19357.0,91.0,78,10.2,16.9,245.0
113,Dürnten,2022,22.8,37.3,733,95.5,3.3,7779,60311,335000000,39.7,19357.0,91.0,59,7.7,27.5,243.0
113,Dürnten,2023,22.8,37.1,735,94.5,4.0,7868,60311,335000000,39.7,19357.0,91.0,66,8.5,23.8,243.0
114,Fischenthal,2019,22.8,37.7,258,103.4,0.4,2505,52873,241000000,9.1,6239.0,89.0,12,4.8,2.9,455.0
114,Fischenthal,2020,21.9,38.6,257,102.6,0.8,2494,54319,230000000,9.1,6239.0,89.0,13,5.2,12.0,451.0
114,Fischenthal,2021,23.5,37.4,254,101.8,1.1,2583,54081,226000000,9.1,6239.0,89.0,12,4.8,9.1,437.0
114,Fischenthal,2022,23.4,37.6,267,103.4,2.1,2598,54715,230000000,9.1,6239.0,89.0,9,3.5,25.0,431.0
114,Fischenthal,2023,22.5,38.7,279,107.4,3.0,2617,54715,230000000,9.1,6239.0,89.0,8,3.1,31.1,431.0
115,Gossau,2019,23.7,36.0,938,92.0,0.8,10254,67891,413000000,0.4,29404.0,89.0,42,4.1,4.3,188.0
115,Gossau,2020,23.5,35.9,967,94.3,1.2,10257,67838,417000000,0.4,29404.0,89.0,58,5.7,9.5,188.0
115,Gossau,2021,22.7,35.9,1005,98.0,1.6,10228,67940,432000000,0.4,29404.0,89.0,71,6.9,10.3,188.0
115,Gossau,2022,22.8,36.0,1029,100.6,2.4,10318,67515,468000000,0.4,29404.0,89.0,49,4.8,20.7,189.0
115,Gossau,2023,23.1,35.7,1044,101.2,3.3,10548,67515,468000000,0.4,29404.0,89.0,51,4.9,26.6,189.0
116,Grüningen,2019,25.3,35.8,353,101.7,2.0,3638,69200,494000000,0.0,13519.0,91.0,17,4.9,10.0,293.0
116,Grüningen,2020,25.1,36.0,372,102.3,2.4,3715,73172,502000000,0.0,13519.0,91.0,16,4.4,16.7,296.0
116,Grüningen,2021,24.9,35.6,390,105.0,2.8,3823,69464,469000000,0.0,13519.0,91.0,16,4.3,17.4,298.0
116,Grüningen,2022,24.1,36.0,394,103.1,3.4,3835,64781,395000000,0.0,13519.0,91.0,16,4.2,18.6,296.0
116,Grüningen,2023,23.6,36.4,395,103.0,4.8,3837,64781,395000000,0.0,13519.0,91.0,23,6.0,26.4,296.0
117,Hinwil,2019,25.3,35.2,941,84.6,0.9,11271,60353,370000000,48.1,53570.0,91.0,37,3.3,2.9,266.0
117,Hinwil,2020,25.3,35.3,985,87.4,1.2,11344,61144,388000000,48.1,53570.0,91.0,50,4.4,6.9,267.0
117,Hinwil,2021,24.9,35.6,1046,92.2,1.8,11624,61489,380000000,48.1,53570.0,91.0,69,6.1,13.0,266.0
117,Hinwil,2022,24.0,35.8,1073,92.3,2.5,11563,60378,373000000,48.1,53570.0,91.0,52,4.5,19.9,267.0
117,Hinwil,2023,24.5,35.2,1061,91.8,3.3,11824,60378,373000000,48.1,53570.0,91.0,41,3.5,22.2,267.0
118,Rüti,2019,26.5,34.5,804,66.3,0.5,12254,55594,269000000,35.5,31014.0,82.0,47,3.9,3.9,171.0
118,Rüti,2020,26.7,34.4,877,71.6,0.8,12485,56347,270000000,35.5,31014.0,82.0,53,4.3,6.3,176.0
118,Rüti,2021,26.7,34.3,935,74.9,1.3,12631,56111,271000000,35.5,31014.0,82.0,70,5.6,9.5,175.0
118,Rüti,2022,26.2,34.0,949,75.1,1.9,12684,55004,273000000,35.5,31014.0,82.0,61,4.8,17.6,175.0
118,Rüti,2023,26.1,34.2,936,73.8,2.9,12822,55004,273000000,35.5,31014.0,82.0,56,4.4,27.0,175.0
119,Seegräben,2019,23.3,39.3,146,101.5,1.5,1426,67150,477000000,0.0,3265.0,73.0,5,3.5,6.7,433.0
119,Seegräben,2020,22.0,41.0,143,100.3,2.3,1423,70494,501000000,0.0,3265.0,73.0,16,11.2,16.2,432.0
119,Seegräben,2021,21.9,40.4,152,106.8,3.2,1423,69148,513000000,0.0,3265.0,73.0,12,8.4,16.7,434.0
119,Seegräben,2022,20.4,41.0,154,108.2,4.4,1419,68943,566000000,0.0,3265.0,73.0,15,10.5,29.0,435.0
119,Seegräben,2023,20.9,40.0,160,112.8,6.4,1457,68943,566000000,0.0,3265.0,73.0,8,5.6,42.9,435.0
120,Wald,2019,25.8,36.3,891,89.8,0.5,10078,54038,268000000,48.9,24832.0,88.0,48,4.8,3.1,252.0
120,Wald,2020,25.9,36.2,906,89.9,0.7,10182,54813,267000000,48.9,24832.0,88.0,63,6.3,3.1,250.0
120,Wald,2021,25.5,36.0,914,89.8,1.2,10272,54992,271000000,48.9,24832.0,88.0,57,5.6,15.1,251.0
120,Wald,2022,25.1,36.3,928,90.3,2.0,10335,52594,277000000,48.9,24832.0,88.0,52,5.1,24.7,252.0
120,Wald,2023,24.6,36.2,928,89.8,2.7,10525,52594,277000000,48.9,24832.0,88.0,25,2.4,23.6,252.0
121,Wetzikon,2019,29.6,33.1,1584,64.0,0.7,24985,55830,265000000,57.0,87474.0,80.0,76,3.1,3.6,176.0
121,Wetzikon,2020,29.2,33.2,1716,68.7,1.1,25038,57023,270000000,57.0,87474.0,80.0,118,4.7,8.2,177.0
121,Wetzikon,2021,28.8,33.3,1769,70.7,1.6,25451,56496,269000000,57.0,87474.0,80.0,127,5.1,11.9,176.0
121,Wetzikon,2022,28.5,33.4,1822,71.6,2.2,25989,55688,270000000,57.0,87474.0,80.0,87,3.4,15.6,175.0
121,Wetzikon,2023,28.5,33.1,1827,70.3,3.1,26421,55688,270000000,57.0,87474.0,80.0,106,4.1,22.7,175.0
131,Adliswil,2019,27.7,33.4,1489,79.7,0.8,18869,67302,345000000,78.5,43019.0,77.0,148,7.9,5.5,171.0
131,Adliswil,2020,27.1,33.9,1571,83.3,1.1,19004,67779,354000000,78.5,43019.0,77.0,139,7.4,6.2,175.0
131,Adliswil,2021,26.7,34.3,1622,85.4,1.8,18998,66515,363000000,78.5,43019.0,77.0,151,7.9,13.0,175.0
131,Adliswil,2022,26.8,34.3,1648,86.7,2.7,19180,67236,360000000,78.5,43019.0,77.0,134,7.1,19.0,173.0
131,Adliswil,2023,26.9,34.7,1643,85.7,3.7,19660,67236,360000000,78.5,43019.0,77.0,118,6.2,20.6,173.0
135,Kilchberg,2019,23.6,37.0,774,87.8,1.3,8925,136705,1509000000,54.1,21689.0,82.0,68,7.7,8.0,129.0
135,Kilchberg,2020,23.9,37.2,832,93.2,2.0,9189,141216,1540000000,54.1,21689.0,82.0,74,8.3,10.7,130.0
135,Kilchberg,2021,23.5,37.4,840,91.4,3.4,9294,139804,1663000000,54.1,21689.0,82.0,59,6.4,18.4,131.0
135,Kilchberg,2022,23.0,37.6,826,88.9,4.3,9276,137305,1665000000,54.1,21689.0,82.0,47,5.1,20.8,131.0
135,Kilchberg,2023,22.7,38.0,830,89.5,5.6,9425,137305,1665000000,54.1,21689.0,82.0,54,5.8,24.2,131.0
136,Langnau a.A.,2019,23.0,34.7,658,87.5,1.2,7727,74379,503000000,43.2,16791.0,82.0,44,5.8,7.7,229.0
136,Langnau a.A.,2020,22.8,34.6,703,91.0,1.8,7880,76080,553000000,43.2,16791.0,82.0,51,6.6,11.3,232.0
136,Langnau a.A.,2021,23.0,34.7,730,92.6,2.5,7977,77631,565000000,43.2,16791.0,82.0,53,6.7,15.3,231.0
136,Langnau a.A.,2022,23.1,34.7,738,92.5,3.8,8039,76899,576000000,43.2,16791.0,82.0,34,4.3,29.4,231.0
136,Langnau a.A.,2023,22.7,35.1,772,96.0,4.8,8140,76899,576000000,43.2,16791.0,82.0,43,5.3,33.5,231.0
137,Oberrieden,2019,18.9,36.7,359,70.6,0.7,4996,96018,793000000,76.9,11619.0,70.0,10,2.0,4.3,196.0
137,Oberrieden,2020,19.7,36.4,375,75.1,0.9,5118,97213,792000000,76.9,11619.0,70.0,21,4.2,5.9,202.0
137,Oberrieden,2021,19.5,36.8,406,79.3,1.3,5114,95956,793000000,76.9,11619.0,70.0,33,6.4,8.3,205.0
137,Oberrieden,2022,19.5,36.3,426,83.3,2.4,5280,96091,836000000,76.9,11619.0,70.0,21,4.1,20.1,203.0
137,Oberrieden,2023,19.6,36.2,427,80.9,3.9,5385,96091,836000000,76.9,11619.0,70.0,18,3.4,30.7,203.0
138,Richterswil,2019,22.6,36.5,940,69.8,0.8,13598,71486,405000000,75.4,31404.0,81.0,65,4.8,5.7,211.0
138,Richterswil,2020,22.3,36.7,989,72.7,1.3,13647,73780,412000000,75.4,31404.0,81.0,73,5.4,10.6,212.0
138,Richterswil,2021,21.7,36.7,1042,76.4,2.2,13800,74839,441000000,75.4,31404.0,81.0,81,5.9,15.2,211.0
138,Richterswil,2022,21.5,36.7,1014,73.5,3.3,13966,73195,455000000,75.4,31404.0,81.0,63,4.6,22.7,214.0
138,Richterswil,2023,21.4,36.8,1047,75.0,4.5,14182,73195,455000000,75.4,31404.0,81.0,57,4.1,24.9,214.0
139,Rüschlikon,2019,22.2,37.0,446,74.0,1.4,6103,130385,582000000,61.5,15470.0,72.0,34,5.6,7.7,189.0
139,Rüschlikon,2020,21.7,37.5,462,75.7,2.1,6120,129787,3449000000,61.5,15470.0,72.0,29,4.8,12.4,191.0
139,Rüschlikon,2021,21.4,37.5,459,75.0,2.9,6138,132525,2745000000,61.5,15470.0,72.0,48,7.8,15.5,191.0
139,Rüschlikon,2022,21.2,37.8,506,82.4,4.4,6215,138709,2733000000,61.5,15470.0,72.0,34,5.5,27.0,193.0
139,Rüschlikon,2023,21.0,37.5,527,84.8,5.6,6268,138709,2733000000,61.5,15470.0,72.0,23,3.7,22.7,193.0
141,Thalwil,2019,24.8,36.2,1333,74.2,1.0,18121,85423,604000000,68.5,49368.0,73.0,89,5.0,5.1,154.0
141,Thalwil,2020,25.2,35.8,1394,76.9,1.5,18263,86133,613000000,68.5,49368.0,73.0,89,4.9,10.0,155.0
141,Thalwil,2021,25.4,35.5,1415,77.5,2.5,18525,88701,642000000,68.5,49368.0,73.0,105,5.7,15.7,156.0
141,Thalwil,2022,24.8,35.9,1439,77.7,3.7,18385,90870,686000000,68.5,49368.0,73.0,93,5.0,21.4,157.0
141,Thalwil,2023,24.6,35.9,1428,77.7,5.1,18550,90870,686000000,68.5,49368.0,73.0,69,3.8,26.9,157.0
151,Erlenbach,2019,19.3,39.4,437,78.0,1.8,5586,144379,2180000000,80.1,13498.0,77.0,29,5.2,5.7,133.0
151,Erlenbach,2020,19.6,39.4,465,83.2,2.3,5600,144122,2141000000,80.1,13498.0,77.0,29,5.2,6.7,134.0
151,Erlenbach,2021,19.5,39.4,498,88.9,3.5,5619,147215,2343000000,80.1,13498.0,77.0,39,7.0,17.2,133.0
151,Erlenbach,2022,19.1,39.9,500,89.0,4.8,5668,147446,4087000000,80.1,13498.0,77.0,28,5.0,19.5,132.0
151,Erlenbach,2023,18.8,39.5,502,88.6,6.4,5585,147446,4087000000,80.1,13498.0,77.0,22,3.9,27.3,132.0
152,Herrliberg,2019,18.8,39.3,622,97.3,1.3,6458,151544,2016000000,36.0,13733.0,85.0,44,6.9,6.1,147.0
152,Herrliberg,2020,18.8,39.6,638,98.8,1.8,6566,152713,2049000000,36.0,13733.0,85.0,58,9.0,10.9,148.0
152,Herrliberg,2021,18.4,39.7,659,100.4,2.5,6671,151533,2207000000,36.0,13733.0,85.0,52,7.9,14.6,146.0
152,Herrliberg,2022,18.4,39.5,677,101.5,3.8,6740,147821,2339000000,36.0,13733.0,85.0,34,5.1,21.9,148.0
152,Herrliberg,2023,18.3,39.1,708,105.0,5.4,6753,147821,2339000000,36.0,13733.0,85.0,31,4.6,30.3,148.0
153,Hombrechtikon,2019,21.7,36.9,713,81.7,0.9,8759,63080,441000000,3.3,23420.0,89.0,36,4.1,7.0,225.0
153,Hombrechtikon,2020,21.6,36.8,754,86.1,1.4,8814,64452,457000000,3.3,23420.0,89.0,44,5.0,11.6,226.0
153,Hombrechtikon,2021,21.1,37.0,773,87.7,2.0,8804,64590,468000000,3.3,23420.0,89.0,65,7.4,14.3,226.0
153,Hombrechtikon,2022,21.9,36.6,807,91.7,2.5,8952,62717,471000000,3.3,23420.0,89.0,25,2.8,17.6,225.0
153,Hombrechtikon,2023,21.6,36.8,813,90.8,3.3,8986,62717,471000000,3.3,23420.0,89.0,36,4.0,22.2,225.0
154,Küsnacht,2019,20.3,36.2,1032,71.9,1.2,14537,151792,3269000000,50.2,44921.0,81.0,68,4.7,7.2,208.0
154,Küsnacht,2020,20.4,36.0,1080,74.3,1.6,14806,142114,3236000000,50.2,44921.0,81.0,70,4.8,9.0,209.0
154,Küsnacht,2021,19.6,36.1,1075,72.6,3.1,14794,150233,3427000000,50.2,44921.0,81.0,76,5.1,21.6,209.0
154,Küsnacht,2022,19.8,36.1,1088,73.5,4.4,14829,146168,3376000000,50.2,44921.0,81.0,51,3.4,22.5,210.0
154,Küsnacht,2023,20.0,35.5,1091,73.6,5.4,15102,146168,3376000000,50.2,44921.0,81.0,63,4.2,21.2,210.0
155,Männedorf,2019,20.8,38.2,762,68.0,0.9,11317,85898,593000000,48.5,25972.0,79.0,43,3.8,5.0,197.0
155,Männedorf,2020,20.7,38.6,803,71.0,1.7,11389,86676,613000000,48.5,25972.0,79.0,65,5.7,15.1,197.0
155,Männedorf,2021,20.4,38.9,824,72.4,2.6,11366,88166,641000000,48.5,25972.0,79.0,56,4.9,18.8,197.0
155,Männedorf,2022,20.4,38.8,830,73.0,3.7,11424,86970,672000000,48.5,25972.0,79.0,50,4.4,28.6,197.0
155,Männedorf,2023,20.9,38.5,846,74.1,5.1,11662,86970,672000000,48.5,25972.0,79.0,40,3.5,32.3,197.0
156,Meilen,2019,20.8,37.4,990,69.8,1.0,14326,114667,1456000000,47.7,38359.0,74.0,72,5.1,5.4,170.0
156,Meilen,2020,20.3,37.6,1053,73.5,1.6,14525,113141,1457000000,47.7,38359.0,74.0,82,5.7,9.7,173.0
156,Meilen,2021,20.2,37.8,1087,74.8,2.6,14684,112864,1518000000,47.7,38359.0,74.0,86,5.9,16.3,173.0
156,Meilen,2022,19.7,38.1,1119,76.2,3.9,14744,112225,1548000000,47.7,38359.0,74.0,59,4.0,28.4,172.0
156,Meilen,2023,19.3,38.6,1117,75.8,5.0,14742,112225,1548000000,47.7,38359.0,74.0,58,3.9,25.7,172.0
157,Oetwil a.S.,2019,25.2,38.4,427,88.7,0.6,4844,59066,258000000,0.2,15156.0,89.0,21,4.4,3.8,206.0
157,Oetwil a.S.,2020,24.4,39.2,452,93.3,0.8,4848,58703,278000000,0.2,15156.0,89.0,21,4.3,6.7,209.0
157,Oetwil a.S.,2021,23.9,39.2,473,97.6,1.4,4943,56967,253000000,0.2,15156.0,89.0,26,5.4,15.8,211.0
157,Oetwil a.S.,2022,24.0,39.1,491,99.3,2.1,4945,56686,258000000,0.2,15156.0,89.0,29,5.9,17.5,214.0
157,Oetwil a.S.,2023,24.1,39.1,495,100.1,3.4,5075,56686,258000000,0.2,15156.0,89.0,31,6.3,29.1,214.0
158,Stäfa,2019,20.1,37.9,1123,77.6,1.0,14708,83909,777000000,61.1,41963.0,79.0,53,3.7,8.7,164.0
158,Stäfa,2020,20.2,37.8,1201,81.7,1.6,14782,85895,755000000,61.1,41963.0,79.0,95,6.5,10.3,165.0
158,Stäfa,2021,19.9,37.8,1207,81.7,2.6,14793,87588,832000000,61.1,41963.0,79.0,81,5.5,21.3,165.0
158,Stäfa,2022,19.8,37.5,1203,81.3,3.5,14887,85113,856000000,61.1,41963.0,79.0,54,3.7,22.7,165.0
158,Stäfa,2023,19.9,37.2,1235,83.0,4.6,15059,85113,856000000,61.1,41963.0,79.0,57,3.8,28.1,165.0
159,Uetikon a.S.,2019,20.0,39.0,493,80.1,1.1,6191,96802,824000000,35.5,14158.0,75.0,32,5.2,7.9,167.0
159,Uetikon a.S.,2020,20.7,38.7,541,87.4,1.6,6222,99257,827000000,35.5,14158.0,75.0,42,6.8,9.7,168.0
159,Uetikon a.S.,2021,20.4,38.9,555,89.2,2.5,6307,96888,830000000,35.5,14158.0,75.0,40,6.4,15.5,167.0
159,Uetikon a.S.,2022,20.3,39.0,556,88.2,3.4,6326,96231,863000000,35.5,14158.0,75.0,22,3.5,24.4,168.0
159,Uetikon a.S.,2023,20.4,38.5,559,88.4,5.0,6343,96231,863000000,35.5,14158.0,75.0,24,3.8,30.7,168.0
160,Zumikon,2019,17.5,36.2,362,68.7,1.4,5481,145226,2626000000,59.0,13804.0,76.0,21,4.0,6.9,247.0
160,Zumikon,2020,16.8,36.6,382,69.7,2.1,5573,138164,2546000000,59.0,13804.0,76.0,32,5.8,11.7,249.0
160,Zumikon,2021,16.7,36.5,399,71.6,3.1,5584,137359,2664000000,59.0,13804.0,76.0,25,4.5,18.2,249.0
160,Zumikon,2022,16.5,37.0,409,73.2,4.7,5623,134636,2715000000,59.0,13804.0,76.0,24,4.3,32.1,247.0
160,Zumikon,2023,17.0,37.0,418,74.3,6.3,5758,134636,2715000000,59.0,13804.0,76.0,25,4.4,25.0,247.0
161,Zollikon,2019,20.2,36.0,1049,80.7,1.2,13039,140882,2139000000,68.9,31994.0,71.0,72,5.5,5.8,221.0
161,Zollikon,2020,20.5,36.3,1108,85.0,1.8,13293,139859,2196000000,68.9,31994.0,71.0,69,5.3,9.9,205.0
161,Zollikon,2021,20.1,36.8,1148,86.4,2.6,13363,141880,2303000000,68.9,31994.0,71.0,72,5.4,15.7,206.0
161,Zollikon,2022,20.0,37.2,1157,86.6,3.9,13459,139587,2388000000,68.9,31994.0,71.0,81,6.1,22.8,207.0
161,Zollikon,2023,19.9,37.4,1156,85.9,4.9,13550,139587,2388000000,68.9,31994.0,71.0,69,5.1,24.4,207.0
172,Fehraltorf,2019,23.9,36.9,535,83.3,0.8,6480,69159,362000000,80.4,28058.0,89.0,28,4.4,3.0,221.0
172,Fehraltorf,2020,23.1,36.8,560,86.4,0.9,6573,67845,364000000,80.4,28058.0,89.0,29,4.5,5.3,224.0
172,Fehraltorf,2021,23.1,36.6,561,85.3,1.7,6667,69214,389000000,80.4,28058.0,89.0,33,5.0,16.4,225.0
172,Fehraltorf,2022,23.3,36.3,587,88.0,2.6,6793,66930,398000000,80.4,28058.0,89.0,32,4.8,18.3,209.0
172,Fehraltorf,2023,23.2,36.0,599,88.2,3.7,6848,66930,398000000,80.4,28058.0,89.0,32,4.7,29.3,209.0
173,Hittnau,2019,21.0,40.5,369,100.5,1.0,3656,67494,324000000,0.0,11686.0,92.0,12,3.3,1.7,258.0
173,Hittnau,2020,21.5,40.0,395,108.0,1.5,3728,71120,344000000,0.0,11686.0,92.0,19,5.2,6.9,263.0
173,Hittnau,2021,21.4,40.1,405,108.6,1.8,3770,68584,339000000,0.0,11686.0,92.0,18,4.8,12.9,263.0
173,Hittnau,2022,20.3,40.1,424,112.5,2.6,3753,68372,347000000,0.0,11686.0,92.0,16,4.2,21.0,261.0
173,Hittnau,2023,20.8,39.2,416,110.8,3.5,3897,68372,347000000,0.0,11686.0,92.0,20,5.3,25.0,261.0
176,Lindau,2019,22.8,38.7,559,100.0,1.0,5589,70372,375000000,6.4,27782.0,93.0,33,5.9,6.0,166.0
176,Lindau,2020,22.3,38.8,587,105.0,1.6,5577,71329,392000000,6.4,27782.0,93.0,29,5.2,10.9,166.0
176,Lindau,2021,22.5,38.4,606,108.7,2.5,5601,68552,393000000,6.4,27782.0,93.0,43,7.7,16.1,166.0
176,Lindau,2022,22.3,38.2,606,108.2,3.7,5717,67817,407000000,6.4,27782.0,93.0,21,3.7,26.2,166.0
176,Lindau,2023,22.3,38.2,630,110.2,5.0,5860,67817,407000000,6.4,27782.0,93.0,29,5.1,30.2,166.0
177,Pfäffikon,2019,24.4,35.8,877,73.7,0.7,12135,65527,376000000,47.7,40864.0,84.0,47,3.9,3.1,226.0
177,Pfäffikon,2020,24.4,35.8,912,75.2,1.1,12180,66549,392000000,47.7,40864.0,84.0,57,4.7,8.3,229.0
177,Pfäffikon,2021,24.3,35.5,910,74.7,1.8,12331,67250,406000000,47.7,40864.0,84.0,54,4.4,15.0,228.0
177,Pfäffikon,2022,24.0,35.6,905,73.4,2.8,12362,65839,408000000,47.7,40864.0,84.0,53,4.3,21.4,227.0
177,Pfäffikon,2023,23.8,35.2,924,74.7,3.9,12484,65839,408000000,47.7,40864.0,84.0,45,3.6,28.1,227.0
178,Russikon,2019,20.1,38.5,434,99.7,0.8,4387,75472,479000000,0.0,12298.0,92.0,15,3.4,4.2,234.0
178,Russikon,2020,19.0,38.1,443,101.0,1.1,4409,76092,490000000,0.0,12298.0,92.0,19,4.3,9.3,238.0
178,Russikon,2021,18.9,37.9,438,99.3,1.8,4462,76247,510000000,0.0,12298.0,92.0,24,5.4,11.2,237.0
178,Russikon,2022,19.4,37.8,450,100.9,3.0,4511,75815,547000000,0.0,12298.0,92.0,22,4.9,29.1,235.0
178,Russikon,2023,19.3,37.9,457,101.3,4.3,4565,75815,547000000,0.0,12298.0,92.0,26,5.8,33.3,235.0
180,Weisslingen,2019,19.6,38.7,347,102.5,1.2,3369,71968,488000000,0.0,9137.0,92.0,19,5.6,6.7,185.0
180,Weisslingen,2020,20.4,37.9,347,103.0,1.9,3370,71840,479000000,0.0,9137.0,92.0,10,3.0,15.0,186.0
180,Weisslingen,2021,21.4,36.9,371,110.1,2.5,3437,71594,482000000,0.0,9137.0,92.0,29,8.6,17.0,186.0
180,Weisslingen,2022,21.9,36.9,393,114.3,3.8,3435,71416,490000000,0.0,9137.0,92.0,19,5.5,28.2,186.0
180,Weisslingen,2023,21.4,37.0,387,112.7,4.9,3458,71416,490000000,0.0,9137.0,92.0,18,5.2,32.5,186.0
181,Wila,2019,23.1,37.9,191,96.9,1.0,1978,56038,304000000,78.0,6050.0,90.0,8,4.1,7.1,283.0
181,Wila,2020,22.3,38.1,206,104.1,1.3,1996,57439,296000000,78.0,6050.0,90.0,6,3.0,7.0,287.0
181,Wila,2021,21.2,38.0,193,96.7,2.3,2016,57965,307000000,78.0,6050.0,90.0,13,6.5,23.1,281.0
181,Wila,2022,21.9,37.5,211,104.7,3.3,2044,56555,308000000,78.0,6050.0,90.0,13,6.4,22.5,279.0
181,Wila,2023,21.4,36.7,223,109.1,3.9,2079,56555,308000000,78.0,6050.0,90.0,14,6.8,25.0,279.0
182,Wildberg,2019,18.9,40.9,109,108.8,0.8,982,65308,342000000,0.0,3547.0,93.0,6,6.0,0.0,278.0
182,Wildberg,2020,19.8,39.9,123,125.3,0.8,1009,65463,331000000,0.0,3547.0,93.0,9,9.2,8.7,277.0
182,Wildberg,2021,19.2,39.5,125,123.9,0.9,1020,68782,348000000,0.0,3547.0,93.0,10,9.9,4.5,276.0
182,Wildberg,2022,19.6,38.5,123,120.6,1.7,1028,68669,374000000,0.0,3547.0,93.0,5,4.9,28.6,275.0
182,Wildberg,2023,19.4,39.1,125,121.6,1.7,1025,68669,374000000,0.0,3547.0,93.0,10,9.7,10.0,275.0
191,Dübendorf,2019,30.9,34.3,1967,68.8,0.8,29228,61106,251000000,73.0,100504.0,82.0,130,4.5,3.2,162.0
191,Dübendorf,2020,31.3,34.3,2108,72.1,1.2,29854,62570,250000000,73.0,100504.0,82.0,146,5.0,7.8,163.0
191,Dübendorf,2021,32.0,34.2,2158,72.3,2.0,30492,63047,257000000,73.0,100504.0,82.0,161,5.4,14.9,163.0
191,Dübendorf,2022,31.6,34.4,2160,70.8,2.8,30723,62169,266000000,73.0,100504.0,82.0,130,4.3,18.1,162.0
191,Dübendorf,2023,32.2,34.1,2258,73.5,4.0,31440,62169,266000000,73.0,100504.0,82.0,134,4.4,22.9,162.0
192,Egg,2019,21.3,37.4,742,86.5,0.9,8786,78082,547000000,17.4,22403.0,83.0,42,4.9,4.2,282.0
192,Egg,2020,20.9,37.6,800,91.1,1.3,8820,78975,561000000,17.4,22403.0,83.0,57,6.5,6.8,284.0
192,Egg,2021,20.1,37.9,807,91.5,2.2,8827,78538,577000000,17.4,22403.0,83.0,53,6.0,14.6,282.0
192,Egg,2022,19.5,37.9,810,91.8,3.0,8765,77837,611000000,17.4,22403.0,83.0,45,5.1,22.0,281.0
192,Egg,2023,19.3,37.9,797,90.9,3.9,8812,77837,611000000,17.4,22403.0,83.0,48,5.5,21.5,281.0
193,Fällanden,2019,23.5,35.6,791,91.4,0.7,8678,75140,416000000,0.0,23308.0,86.0,47,5.4,2.9,161.0
193,Fällanden,2020,23.3,35.5,850,97.9,1.4,8918,74981,421000000,0.0,23308.0,86.0,60,6.9,7.8,167.0
193,Fällanden,2021,23.7,35.1,890,99.8,2.1,9330,73967,444000000,0.0,23308.0,86.0,70,7.8,13.9,170.0
193,Fällanden,2022,23.7,35.1,898,96.2,3.0,9447,73452,462000000,0.0,23308.0,86.0,50,5.4,21.2,172.0
193,Fällanden,2023,23.2,35.7,923,97.7,4.5,9553,73452,462000000,0.0,23308.0,86.0,49,5.2,30.0,172.0
194,Greifensee,2019,23.4,33.3,335,62.6,0.8,5379,68472,462000000,75.9,12068.0,67.0,20,3.7,6.6,206.0
194,Greifensee,2020,22.5,33.8,339,63.0,1.1,5302,69102,528000000,75.9,12068.0,67.0,28,5.2,5.2,208.0
194,Greifensee,2021,22.3,33.7,363,68.5,1.6,5346,70754,531000000,75.9,12068.0,67.0,26,4.9,11.2,207.0
194,Greifensee,2022,22.0,34.0,356,66.6,2.2,5319,73092,534000000,75.9,12068.0,67.0,19,3.6,22.5,207.0
194,Greifensee,2023,22.0,34.3,353,66.4,3.3,5384,73092,534000000,75.9,12068.0,67.0,14,2.6,26.1,207.0
195,Maur,2019,19.6,39.2,1060,103.9,1.3,10462,91448,891000000,23.2,28782.0,88.0,57,5.6,8.2,229.0
195,Maur,2020,20.1,39.4,1153,110.2,1.9,10778,92668,861000000,23.2,28782.0,88.0,84,8.0,9.8,231.0
195,Maur,2021,19.6,39.3,1184,109.9,2.9,10813,93451,886000000,23.2,28782.0,88.0,93,8.6,19.6,231.0
195,Maur,2022,19.2,39.8,1214,112.3,4.3,10744,88661,922000000,23.2,28782.0,88.0,68,6.3,25.7,232.0
195,Maur,2023,19.0,39.8,1234,114.9,5.8,10901,88661,922000000,23.2,28782.0,88.0,83,7.7,32.3,232.0
196,Mönchaltorf,2019,22.1,33.7,309,82.3,1.1,3887,63941,368000000,0.0,16557.0,94.0,36,9.6,6.9,254.0
